S.No.,Name,Location,Year,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats
259,Hyundai Grand i10 Magna,Mumbai,2014,Petrol,Manual,First,1197.0,82.0,5.0
260,Maruti Swift VDI,Pune,2012,Diesel,Manual,First,1248.0,74.0,5.0
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,Diesel,Manual,First,1582.0,126.2,5.0
262,Hyundai Santro Xing XL,Hyderabad,2006,Petrol,Manual,First,1086.0,116.66639175257731,5.0
263,Hyundai i20 1.2 Sportz,Mumbai,2010,Petrol,Manual,First,1197.0,80.0,5.0
264,Mercedes-Benz GLE 350d,Coimbatore,2017,Diesel,Automatic,First,2987.0,254.79,5.0
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,Diesel,Manual,Second,2148.0,170.0,5.0
266,Maruti Ritz ZDi,Hyderabad,2014,Diesel,Manual,First,1248.0,73.94,5.0
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,Diesel,Manual,First,1582.0,126.2,5.0
268,Maruti A-Star Vxi,Pune,2010,Petrol,Manual,First,998.0,66.1,5.0
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,Diesel,Manual,First,1461.0,108.45,5.0
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,Diesel,Manual,First,1248.0,76.0,5.0
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,Diesel,Automatic,First,2993.0,258.0,5.0
272,Hyundai i10 Sportz,Bangalore,2010,Petrol,Manual,Second,1197.0,78.9,5.0
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,Diesel,Manual,First,2494.0,102.0,7.0
274,Maruti Zen VXI BSII,Mumbai,2002,Petrol,Manual,Third,993.0,60.0,5.0
275,Maruti Swift VDI,Hyderabad,2018,Diesel,Manual,First,1248.0,74.0,5.0
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,Diesel,Manual,Second,2179.0,120.0,8.0
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,Diesel,Manual,First,1248.0,74.0,5.0
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,Petrol,Manual,First,999.0,123.24,5.0
279,Maruti Swift Dzire ZDI,Jaipur,2012,Diesel,Manual,First,1248.0,74.0,5.0
280,Maruti Alto 800 LXI,Kochi,2016,Petrol,Manual,First,796.0,47.3,5.0
281,Honda City 1.5 S MT,Jaipur,2011,Petrol,Manual,First,1497.0,118.0,5.0
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,Diesel,Automatic,First,2967.0,241.4,7.0
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,Diesel,Automatic,Second,1896.0,105.0,5.0
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,Petrol,Manual,First,1591.0,121.3,5.0
285,Honda City 1.5 V AT,Jaipur,2009,Petrol,Automatic,First,1497.0,118.0,5.0
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,Diesel,Manual,First,1396.0,88.8,5.0
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,Petrol,Automatic,First,1396.0,98.6,5.0
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,Diesel,Manual,First,1598.0,103.6,5.0
289,Honda City i VTEC VX,Ahmedabad,2014,Petrol,Manual,First,1497.0,117.3,5.0
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,Diesel,Manual,First,1248.0,74.0,5.0
291,BMW 5 Series 2003-2012 520d,Pune,2015,Diesel,Automatic,First,1995.0,177.0,5.0
292,Maruti Wagon R LXI Minor,Delhi,2009,Petrol,Manual,First,1061.0,67.0,5.0
293,Honda Jazz VX,Delhi,2015,Petrol,Manual,First,1199.0,88.7,5.0
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,Diesel,Manual,First,1896.0,105.0,5.0
295,Hyundai i10 Magna 1.2,Hyderabad,2010,Petrol,Manual,First,1197.0,78.9,5.0
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,Diesel,Automatic,First,2143.0,170.0,5.0
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,Petrol,Manual,First,1197.0,78.9,5.0
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,Diesel,Manual,First,2393.0,147.8,7.0
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,Diesel,Automatic,First,1968.0,174.33,5.0
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,Diesel,Manual,Second,2494.0,100.6,7.0
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,Petrol,Manual,First,1198.0,73.9,5.0
302,Maruti Alto K10 LXI,Hyderabad,2011,Petrol,Manual,First,998.0,67.1,5.0
303,Honda City i-VTEC CVT ZX,Mumbai,2017,Petrol,Automatic,First,1497.0,117.3,5.0
304,Tata Indigo LX,Coimbatore,2013,Diesel,Manual,First,1405.0,70.0,5.0
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,Diesel,Automatic,First,1968.0,174.33,5.0
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,Diesel,Automatic,First,2143.0,136.0,5.0
307,Hyundai Santro Xing XL,Chennai,2006,Petrol,Manual,Second,1086.0,116.66639175257731,5.0
308,Maruti Swift VDI BSIV,Kolkata,2011,Diesel,Manual,First,1248.0,116.66639175257731,5.0
309,Maruti Celerio VXI AT,Hyderabad,2014,Petrol,Automatic,First,998.0,67.04,5.0
310,Mercedes-Benz GLE 250d,Hyderabad,2017,Diesel,Automatic,First,2143.0,201.15,5.0
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,Diesel,Automatic,First,2179.0,187.7,5.0
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,Diesel,Manual,First,1598.0,103.6,5.0
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,Petrol,Manual,First,796.0,35.0,5.0
314,Honda Brio 1.2 VX MT,Kochi,2012,Petrol,Manual,First,1198.0,86.8,5.0
315,Tata Sumo Delux,Hyderabad,2000,Diesel,Manual,Second,2956.0,83.1,7.0
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,Diesel,Manual,First,1248.0,75.0,5.0
317,Maruti Wagon R LXI BS IV,Delhi,2012,Petrol,Manual,First,998.0,67.1,5.0
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,Diesel,Manual,First,2179.0,140.0,7.0
319,Tata Indigo LS Dicor,Pune,2008,Diesel,Manual,Second,1396.0,70.0,5.0
320,Maruti Ertiga Paseo VXI,Mumbai,2018,Petrol,Manual,First,1373.0,93.7,7.0
321,Honda Accord 2.4 A/T,Mumbai,2011,Petrol,Automatic,First,2354.0,177.6,5.0
322,Maruti Swift Dzire VDi,Kolkata,2012,Diesel,Manual,First,1248.0,73.9,5.0
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,Diesel,Manual,First,1399.0,68.0,5.0
324,Honda City ZX GXi,Kolkata,2008,Petrol,Manual,First,1497.0,78.0,5.0
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,Diesel,Automatic,First,1968.0,174.33,5.0
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,Diesel,Automatic,First,2993.0,313.0,4.0
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,Diesel,Automatic,First,2967.0,245.0,7.0
328,Maruti Zen Estilo LXI Green (CNG),Pune,2008,CNG,Manual,First,998.0,67.1,5.0
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,Diesel,Manual,First,1396.0,90.0,5.0
330,Hyundai i10 Sportz AT,Bangalore,2009,Petrol,Automatic,Third,1197.0,78.9,5.0
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,Petrol,Automatic,First,1199.0,88.7,5.0
332,Maruti Swift VDI BSIV,Hyderabad,2015,Diesel,Manual,First,1248.0,74.0,5.0
333,Hyundai i20 Asta 1.2,Pune,2011,Petrol,Manual,Second,1197.0,82.85,5.0
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,Petrol,Manual,First,1198.0,73.9,5.0
335,Maruti Alto LXi,Ahmedabad,2009,Petrol,Manual,First,796.0,46.3,5.0
336,Toyota Corolla H4,Chennai,2004,Petrol,Automatic,Second,1794.0,125.0,5.0
337,Maruti Alto LXi,Chennai,2006,Petrol,Manual,Second,796.0,46.3,5.0
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,Diesel,Manual,First,1248.0,88.8,5.0
339,Maruti Alto LXi,Pune,2012,Petrol,Manual,First,796.0,46.3,5.0
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,Diesel,Automatic,First,1968.0,141.0,5.0
341,Toyota Corolla H4,Kolkata,2008,Petrol,Automatic,First,1794.0,125.0,5.0
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,Petrol,Manual,First,1197.0,81.83,5.0
343,Maruti Vitara Brezza LDi,Chennai,2016,Diesel,Manual,First,1248.0,88.5,5.0
344,Honda City 1.5 V MT,Delhi,2010,Petrol,Manual,First,1497.0,118.0,5.0
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,Diesel,Manual,Second,1248.0,75.0,5.0
346,Honda Amaze S i-Dtech,Kolkata,2013,Diesel,Manual,First,1498.0,98.6,5.0
347,Hyundai EON D Lite Plus,Coimbatore,2016,Petrol,Manual,First,814.0,55.2,5.0
348,BMW 3 Series Luxury Line,Kochi,2015,Diesel,Automatic,Second,1995.0,190.0,5.0
349,Hyundai Verna 1.6 SX,Bangalore,2012,Diesel,Manual,First,1582.0,126.32,5.0
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,Diesel,Manual,First,1248.0,88.8,5.0
351,Skoda Octavia RS,Jaipur,2005,Petrol,Automatic,First,1984.0,227.0,5.0
352,Maruti Alto K10 VXI,Pune,2017,Petrol,Manual,First,998.0,67.1,5.0
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,Diesel,Manual,First,1498.0,89.84,5.0
354,Chevrolet Spark 1.0 LS,Kolkata,2011,Petrol,Manual,Second,995.0,62.0,5.0
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,Diesel,Automatic,First,1999.0,177.0,5.0
356,Honda CR-V RVi MT,Jaipur,2007,Petrol,Manual,Third,1997.0,141.1,5.0
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,Petrol,Automatic,First,1798.0,177.46,5.0
358,Hyundai i10 Magna 1.2,Chennai,2009,Petrol,Manual,First,1197.0,78.9,5.0
359,Maruti Swift LDI,Delhi,2013,Diesel,Manual,First,1248.0,74.0,5.0
360,Maruti Swift Dzire VXi AT,Mumbai,2016,Petrol,Automatic,First,1197.0,83.14,5.0
361,Nissan Micra Diesel XV,Chennai,2011,Diesel,Manual,First,1461.0,63.1,5.0
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,Diesel,Manual,First,1248.0,74.0,5.0
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,Diesel,Manual,First,1399.0,67.0,5.0
364,Maruti Zen LX,Kolkata,2003,Petrol,Manual,First,993.0,60.0,5.0
365,Mini Clubman Cooper S,Pune,2017,Petrol,Manual,First,1998.0,192.0,5.0
366,Toyota Etios GD,Kolkata,2014,Diesel,Manual,First,1364.0,67.05,5.0
367,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,Petrol,Manual,First,796.0,47.3,5.0
368,Maruti Alto VXi,Bangalore,2011,Petrol,Manual,Third,796.0,47.0,5.0
369,BMW X5 3.0d,Bangalore,2009,Diesel,Automatic,Second,2993.0,235.0,5.0
370,Nissan Teana XV,Mumbai,2015,Petrol,Automatic,Second,2496.0,179.5,5.0
371,Hyundai Grand i10 AT Asta,Coimbatore,2015,Petrol,Automatic,First,1197.0,82.0,5.0
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,Diesel,Manual,First,1248.0,88.5,5.0
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,Diesel,Automatic,Third,2967.0,241.4,7.0
374,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,Diesel,Automatic,First,2143.0,136.0,5.0
375,Maruti 800 AC,Chennai,2007,Petrol,Manual,Third,796.0,37.0,4.0
376,Renault Duster 85PS Diesel RxL,Chennai,2015,Diesel,Manual,Second,1461.0,83.8,5.0
377,Toyota Corolla Altis D-4D GL,Mumbai,2017,Diesel,Manual,First,1364.0,87.2,5.0
378,Mercedes-Benz New C-Class 220,Chennai,2014,Diesel,Manual,First,2148.0,170.0,5.0
379,Maruti Ritz VDi,Hyderabad,2010,Diesel,Manual,Second,1248.0,73.9,5.0
380,Honda BRV i-VTEC V CVT,Kochi,2017,Petrol,Automatic,First,1497.0,117.3,7.0
381,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,Diesel,Manual,First,1120.0,71.0,5.0
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,Diesel,Automatic,First,2143.0,203.0,5.0
383,Mercedes-Benz B Class B180,Kochi,2014,Petrol,Automatic,Second,1595.0,120.7,5.0
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,Diesel,Automatic,First,2143.0,204.0,5.0
385,Honda City i VTEC VX Option,Mumbai,2016,Petrol,Manual,First,1497.0,117.3,5.0
386,Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2007,Petrol,Manual,First,1086.0,116.66639175257731,5.0
387,Honda City 1.5 S MT,Chennai,2011,Diesel,Manual,First,1497.0,118.0,5.0
388,Hyundai Verna Transform VTVT,Pune,2010,Diesel,Manual,First,1599.0,103.2,5.0
389,Jaguar XE Portfolio,Mumbai,2017,Petrol,Automatic,First,1999.0,246.74,5.0
390,Honda Amaze S i-Vtech,Delhi,2015,Petrol,Manual,First,1198.0,86.7,5.0
391,Mini Cooper Convertible 1.6,Bangalore,2015,Petrol,Automatic,First,1598.0,122.0,4.0
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,Diesel,Automatic,First,2987.0,282.0,5.0
393,Hyundai EON Magna Plus,Chennai,2014,Petrol,Manual,First,814.0,55.2,5.0
394,Maruti Wagon R VXI BS IV,Kolkata,2014,Petrol,Manual,First,998.0,67.04,5.0
395,Maruti Ritz LDi,Coimbatore,2011,Diesel,Manual,First,1248.0,73.9,5.0
396,BMW 3 Series 320d Sedan,Chennai,2011,Diesel,Automatic,First,1995.0,181.0,5.0
397,Tata Xenon XT EX 4X2,Pune,2014,Diesel,Manual,First,2179.0,138.03,5.0
398,Audi A3 35 TDI Attraction,Chennai,2014,Diesel,Automatic,First,1968.0,143.0,5.0
399,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,Diesel,Automatic,First,2179.0,187.7,5.0
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,Diesel,Automatic,Second,2987.0,224.0,7.0
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,Diesel,Automatic,First,2477.0,175.56,7.0
402,Maruti Alto LX,Jaipur,2010,Petrol,Manual,First,796.0,46.3,5.0
403,Maruti Wagon R LXI BSIII,Pune,2013,Petrol,Manual,First,1061.0,64.0,5.0
404,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,Diesel,Automatic,First,2179.0,187.7,5.0
405,Hyundai Verna 1.6 SX VTVT,Pune,2011,Petrol,Manual,Second,1591.0,121.3,5.0
406,BMW 5 Series 525d Sedan,Hyderabad,2013,Diesel,Automatic,First,2993.0,218.0,5.0
407,Jaguar XF Diesel,Bangalore,2013,Diesel,Automatic,First,2993.0,270.9,5.0
408,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,Petrol,Manual,First,1798.0,157.75,5.0
409,Audi Q3 35 TDI Quattro Premium,Kochi,2017,Diesel,Manual,First,1968.0,174.33,5.0
410,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,Diesel,Automatic,First,2179.0,187.7,5.0
411,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,Diesel,Automatic,First,2143.0,170.0,5.0
412,Mahindra Scorpio S10 4WD,Kochi,2017,Diesel,Manual,First,2179.0,120.0,7.0
413,BMW 3 Series Luxury Line,Mumbai,2015,Diesel,Automatic,First,1995.0,190.0,5.0
414,Honda BR-V i-VTEC S MT,Pune,2017,Petrol,Manual,First,1497.0,117.3,7.0
415,Volvo S80 2006-2013 D5,Chennai,2010,Diesel,Automatic,Second,2400.0,215.0,5.0
416,Hyundai Accent GLE,Pune,2005,Petrol,Manual,First,1495.0,94.0,5.0
417,Hyundai i20 Active SX Petrol,Jaipur,2017,Petrol,Manual,First,1197.0,81.86,5.0
418,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,Petrol,Automatic,First,2996.0,367.0,5.0
419,Hyundai EON Magna Plus,Kolkata,2015,Petrol,Manual,Second,814.0,55.2,5.0
420,Hyundai Grand i10 SportZ Edition,Kochi,2018,Petrol,Manual,First,1197.0,81.86,5.0
421,Honda City 1.5 EXI S,Mumbai,2013,Petrol,Manual,First,1493.0,100.0,5.0
422,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,Petrol,Manual,First,1198.0,73.9,5.0
423,Audi A6 35 TFSI Matrix,Mumbai,2016,Petrol,Automatic,First,1798.0,187.74,5.0
424,Volkswagen Jetta 2007-2011 1.9 L TDI,Hyderabad,2010,Diesel,Manual,First,1968.0,116.66639175257731,5.0
425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,Petrol,Manual,First,1591.0,121.3,5.0
426,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,Petrol,Automatic,Second,1796.0,186.0,5.0
427,Mini Cooper Convertible S,Mumbai,2014,Petrol,Automatic,First,1998.0,189.08,4.0
428,Hyundai Santro Xing XO eRLX Euro II,Pune,2006,Petrol,Manual,Second,1086.0,116.66639175257731,5.0
429,Toyota Etios VD,Bangalore,2013,Diesel,Manual,First,1364.0,67.04,5.0
430,Honda Brio S MT,Delhi,2014,Petrol,Manual,Second,1198.0,86.8,5.0
431,Maruti Baleno Alpha Automatic,Coimbatore,2018,Petrol,Automatic,First,1197.0,83.1,5.0
432,Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,Diesel,Automatic,First,1968.0,138.1,5.0
433,Hyundai EON Era Plus,Kochi,2018,Petrol,Manual,First,814.0,55.2,5.0
434,Renault Captur 1.5 Diesel RXL,Coimbatore,2019,Diesel,Manual,First,1461.0,108.45,5.0
435,BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,2011,Diesel,Automatic,First,2993.0,258.0,5.0
436,Maruti Alto 800 LXI,Kochi,2016,Petrol,Manual,First,796.0,47.3,5.0
437,Volvo V40 D3,Bangalore,2015,Diesel,Automatic,Second,1984.0,150.0,5.0
438,Maruti Wagon R LXI BSII,Ahmedabad,2007,Petrol,Manual,First,998.0,67.1,5.0
439,Honda City ZX GXi,Kolkata,2008,Petrol,Manual,First,1497.0,78.0,5.0
440,Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2017,CNG,Manual,First,1196.0,73.0,5.0
441,Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,Petrol,Manual,First,1399.0,98.79,8.0
442,Mahindra Bolero ZLX,Coimbatore,2016,Diesel,Manual,First,2523.0,62.1,7.0
443,Hyundai Santro GLS I - Euro I,Coimbatore,2012,Petrol,Manual,First,1086.0,116.66639175257731,5.0
444,Hyundai EON D Lite,Hyderabad,2014,Petrol,Manual,First,814.0,55.2,5.0
445,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,Petrol,Automatic,First,1591.0,121.3,5.0
446,Volkswagen Vento 1.6 Comfortline,Mumbai,2017,Petrol,Manual,Second,1598.0,103.5,5.0
447,Honda Civic 2006-2010 1.8 S AT,Pune,2008,Petrol,Automatic,Second,1799.0,130.0,5.0
448,Tata Indica Vista Quadrajet LS,Hyderabad,2014,Diesel,Manual,First,1248.0,74.0,5.0
449,Mahindra XUV500 W8 2WD,Kochi,2013,Diesel,Manual,First,2179.0,140.0,7.0
450,Hyundai i20 1.2 Asta Option,Coimbatore,2017,Petrol,Manual,First,1197.0,81.83,5.0
451,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,Diesel,Automatic,Second,1968.0,174.3,5.0
452,Maruti Ritz VXi,Chennai,2011,Petrol,Manual,Second,1197.0,85.8,5.0
453,Mitsubishi Cedia Sports,Chennai,2010,Petrol,Manual,Second,1999.0,114.0,5.0
454,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,Diesel,Manual,First,2494.0,102.0,7.0
455,Maruti Celerio LDi,Hyderabad,2016,Diesel,Manual,First,793.0,47.0,5.0
456,Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,Diesel,Manual,First,1248.0,88.5,5.0
457,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,Diesel,Automatic,First,1968.0,181.0,5.0
458,BMW 3 Series Luxury Line,Bangalore,2016,Diesel,Automatic,First,1995.0,190.0,5.0
459,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,Diesel,Automatic,First,4134.0,335.2,7.0
460,Hyundai i20 2015-2017 Asta 1.2,Pune,2016,Petrol,Manual,First,1197.0,81.83,5.0
461,Renault Duster 110PS Diesel RxL,Hyderabad,2012,Diesel,Manual,First,1461.0,108.45,5.0
462,Hyundai Xcent 1.1 CRDi S Celebration Edition,Pune,2016,Diesel,Manual,First,1120.0,71.0,5.0
463,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,Diesel,Manual,First,1498.0,89.84,5.0
464,Volkswagen Polo Petrol Trendline 1.2L,Hyderabad,2013,Petrol,Manual,First,1198.0,73.9,5.0
465,Hyundai Grand i10 CRDi Magna,Kolkata,2017,Diesel,Manual,First,1120.0,70.0,5.0
466,Tata Manza Aqua Quadrajet BS IV,Ahmedabad,2013,Diesel,Manual,First,1248.0,88.8,5.0
467,Honda City 1.5 V MT,Kolkata,2011,Petrol,Manual,First,1497.0,118.0,5.0
468,Hyundai Santro Xing GLS,Bangalore,2008,Petrol,Manual,Second,1086.0,62.1,5.0
469,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2012,Diesel,Manual,First,2494.0,100.0,7.0
470,Maruti Ciaz 1.3 S,Coimbatore,2017,Diesel,Manual,First,1248.0,88.5,5.0
471,Toyota Fortuner 4x4 MT TRD Sportivo,Delhi,2013,Diesel,Manual,First,2982.0,169.0,7.0
472,Ford Fiesta 1.6 SXI ABS Duratec,Chennai,2009,Petrol,Manual,Second,1596.0,116.66639175257731,5.0
473,Mercedes-Benz E-Class E 220 d,Kochi,2018,Petrol,Automatic,First,1950.0,191.34,5.0
474,Mercedes-Benz New C-Class 220 CDI MT,Chennai,2014,Diesel,Manual,First,2148.0,170.0,5.0
475,Skoda Yeti Ambition 4X2,Kolkata,2012,Diesel,Manual,First,1968.0,108.49,5.0
476,Hyundai Grand i10 Sportz,Delhi,2015,Petrol,Manual,First,1197.0,82.0,5.0
477,Ford Figo 2015-2019 1.2P Titanium MT,Hyderabad,2018,Petrol,Manual,First,1196.0,86.8,5.0
478,Skoda Octavia Ambition 1.4 TSI MT,Mumbai,2013,Petrol,Manual,First,1395.0,138.02,5.0
479,Renault Duster 85PS Diesel RxL Option,Mumbai,2015,Diesel,Manual,Second,1461.0,83.8,5.0
480,Land Rover Range Rover Evoque 2.0 TD4 Pure,Delhi,2015,Diesel,Automatic,Second,1999.0,177.0,5.0
481,Ford Figo Diesel EXI,Chennai,2011,Diesel,Manual,Second,1399.0,68.0,5.0
482,Ford Endeavour Hurricane Limited Edition,Hyderabad,2008,Diesel,Automatic,Second,2953.0,156.0,7.0
483,Toyota Fortuner 4x4 MT,Coimbatore,2017,Diesel,Manual,First,2982.0,168.5,7.0
484,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,Diesel,Manual,First,1199.0,73.9,5.0
485,Maruti Ritz VDi,Jaipur,2011,Diesel,Manual,First,1248.0,73.94,5.0
486,Nissan Micra Diesel XV Premium,Pune,2013,Diesel,Manual,First,1461.0,63.1,5.0
487,Hyundai Verna 1.6 SX,Kolkata,2013,Diesel,Manual,First,1582.0,126.32,5.0
488,BMW 5 Series 2003-2012 523i,Kolkata,2011,Petrol,Automatic,First,2497.0,150.0,5.0
489,Mercedes-Benz GLS 350d 4MATIC,Pune,2017,Diesel,Manual,First,2987.0,258.0,7.0
490,Honda CR-V 2.4L 4WD AT,Hyderabad,2004,Petrol,Manual,First,2354.0,187.4,5.0
491,Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,Diesel,Automatic,First,1582.0,126.2,5.0
492,Hyundai i10 Era,Jaipur,2010,Petrol,Manual,Second,1086.0,68.05,5.0
493,Mercedes-Benz A Class A200 CDI Sport,Kochi,2016,Diesel,Automatic,First,2143.0,136.0,5.0
494,Maruti Ertiga VXI,Jaipur,2014,Petrol,Manual,First,1373.0,93.7,7.0
495,Skoda Octavia Classic 1.9 TDI MT,Chennai,2006,Diesel,Manual,Second,1896.0,66.0,5.0
496,Honda Amaze VX i-Vtech,Pune,2015,Petrol,Manual,First,1198.0,86.7,5.0
497,Maruti Zen LXi BSII,Chennai,2004,Petrol,Manual,First,993.0,60.0,5.0
498,Maruti SX4 ZXI MT BSIV,Kochi,2013,Petrol,Manual,First,1586.0,103.3,5.0
499,Honda Brio VX AT,Mumbai,2014,Diesel,Automatic,First,1198.0,86.8,5.0
500,Maruti Wagon R VXI,Ahmedabad,2011,Petrol,Manual,First,998.0,67.1,5.0
501,Toyota Camry A/T,Mumbai,2008,Petrol,Automatic,Second,2362.0,164.7,5.0
