S.No.,Name,Location,Year,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,Diesel,,Second,1498 CC,103.6 bhp,5
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,Petrol,Manual,First,1199 CC,88.7 bhp,5
254,Hyundai i10 Era,Jaipur,2010,Petrol,Manual,First,1086 CC,68.05 bhp,5
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,Diesel,Automatic,First,1995 CC,183 bhp,5
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,Diesel,Manual,First,2393 CC,147.8 bhp,7
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,Petrol,,Third,796 CC,35 bhp,5
258,Maruti Swift VXI BSIV,Coimbatore,2017,Petrol,Manual,Second,1197 CC,81.80 bhp,5
259,Hyundai Grand i10 Magna,Mumbai,2014,Petrol,Manual,First,1197 CC,82 bhp,5
260,Maruti Swift VDI,Pune,2012,Diesel,,First,1248 CC,74 bhp,5
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,Diesel,Manual,First,1582 CC,126.2 bhp,5
262,Hyundai Santro Xing XL,Hyderabad,2006,Petrol,Manual,First,1086 CC,,5
263,Hyundai i20 1.2 Sportz,Mumbai,2010,Petrol,Manual,First,1197 CC,80 bhp,5
264,Mercedes-Benz GLE 350d,Coimbatore,2017,Diesel,Automatic,First,2987 CC,254.79 bhp,5
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,Diesel,Manual,Second,2148 CC,170 bhp,5
266,Maruti Ritz ZDi,Hyderabad,2014,Diesel,Manual,First,1248 CC,73.94 bhp,5
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,Diesel,,First,1582 CC,126.2 bhp,5
268,Maruti A-Star Vxi,Pune,2010,Petrol,,First,998 CC,66.1 bhp,5
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,Diesel,Manual,First,1461 CC,108.45 bhp,5
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,Diesel,Manual,First,1248 CC,76 bhp,5
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,Diesel,Automatic,First,2993 CC,258 bhp,5
272,Hyundai i10 Sportz,Bangalore,2010,Petrol,Manual,Second,1197 CC,78.9 bhp,5
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,Diesel,Manual,First,2494 CC,102 bhp,7
274,Maruti Zen VXI BSII,Mumbai,2002,Petrol,Manual,Third,993 CC,60 bhp,5
275,Maruti Swift VDI,Hyderabad,2018,Diesel,,First,1248 CC,74 bhp,5
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,Diesel,Manual,Second,2179 CC,120 bhp,8
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,Diesel,Manual,First,1248 CC,74 bhp,5
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,Petrol,,First,999 CC,123.24 bhp,5
279,Maruti Swift Dzire ZDI,Jaipur,2012,Diesel,,First,1248 CC,74 bhp,5
280,Maruti Alto 800 LXI,Kochi,2016,Petrol,Manual,First,796 CC,47.3 bhp,5
281,Honda City 1.5 S MT,Jaipur,2011,Petrol,Manual,First,1497 CC,118 bhp,5
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,Diesel,Automatic,First,2967 CC,241.4 bhp,7
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,Diesel,Automatic,Second,1896 CC,105 bhp,5
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,Petrol,Manual,First,1591 CC,121.3 bhp,5
285,Honda City 1.5 V AT,Jaipur,2009,Petrol,Automatic,First,1497 CC,118 bhp,5
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,Diesel,Manual,First,1396 CC,88.8 bhp,5
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,Petrol,Automatic,First,1396 CC,98.6 bhp,5
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,Diesel,Manual,First,1598 CC,103.6 bhp,5
289,Honda City i VTEC VX,Ahmedabad,2014,Petrol,Manual,First,1497 CC,117.3 bhp,5
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,Diesel,Manual,First,1248 CC,74 bhp,5
291,BMW 5 Series 2003-2012 520d,Pune,2015,Diesel,Automatic,First,1995 CC,177 bhp,5
292,Maruti Wagon R LXI Minor,Delhi,2009,Petrol,Manual,First,1061 CC,67 bhp,5
293,Honda Jazz VX,Delhi,2015,Petrol,,First,1199 CC,88.7 bhp,5
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,Diesel,Manual,First,1896 CC,105 bhp,5
295,Hyundai i10 Magna 1.2,Hyderabad,2010,Petrol,Manual,First,1197 CC,78.9 bhp,5
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,Diesel,Automatic,First,2143 CC,170 bhp,5
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,Petrol,Manual,First,1197 CC,78.9 bhp,5
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,Diesel,Manual,First,2393 CC,147.8 bhp,7
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,Diesel,Automatic,First,1968 CC,174.33 bhp,5
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,Diesel,Manual,Second,2494 CC,100.6 bhp,7
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,Petrol,Manual,First,1198 CC,73.9 bhp,5
302,Maruti Alto K10 LXI,Hyderabad,2011,Petrol,,First,998 CC,67.1 bhp,5
303,Honda City i-VTEC CVT ZX,Mumbai,2017,Petrol,Automatic,First,1497 CC,117.3 bhp,5
304,Tata Indigo LX,Coimbatore,2013,Diesel,Manual,First,1405 CC,70 bhp,5
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,Diesel,Automatic,First,1968 CC,174.33 bhp,5
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,Diesel,Automatic,First,2143 CC,136 bhp,5
307,Hyundai Santro Xing XL,Chennai,2006,Petrol,Manual,Second,1086 CC,null bhp,5
308,Maruti Swift VDI BSIV,Kolkata,2011,Diesel,Manual,First,1248 CC,null bhp,5
309,Maruti Celerio VXI AT,Hyderabad,2014,Petrol,Automatic,First,998 CC,67.04 bhp,5
310,Mercedes-Benz GLE 250d,Hyderabad,2017,Diesel,Automatic,First,2143 CC,201.15 bhp,5
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,Diesel,Automatic,First,2179 CC,187.7 bhp,5
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,Diesel,Manual,First,1598 CC,103.6 bhp,5
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,Petrol,,First,796 CC,35 bhp,5
314,Honda Brio 1.2 VX MT,Kochi,2012,Petrol,Manual,First,1198 CC,86.8 bhp,5
315,Tata Sumo Delux,Hyderabad,2000,Diesel,,Second,2956 CC,83.1 bhp,7
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,Diesel,Manual,First,1248 CC,75 bhp,5
317,Maruti Wagon R LXI BS IV,Delhi,2012,Petrol,,First,998 CC,67.1 bhp,5
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,Diesel,Manual,First,2179 CC,140 bhp,7
319,Tata Indigo LS Dicor,Pune,2008,Diesel,Manual,Second,1396 CC,70 bhp,5
320,Maruti Ertiga Paseo VXI,Mumbai,2018,Petrol,Manual,First,1373 CC,93.7 bhp,7
321,Honda Accord 2.4 A/T,Mumbai,2011,Petrol,Automatic,First,2354 CC,177.6 bhp,5
322,Maruti Swift Dzire VDi,Kolkata,2012,Diesel,Manual,First,1248 CC,73.9 bhp,5
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,Diesel,Manual,First,1399 CC,68 bhp,5
324,Honda City ZX GXi,Kolkata,2008,Petrol,Manual,First,1497 CC,78 bhp,5
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,Diesel,Automatic,First,1968 CC,174.33 bhp,5
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,Diesel,Automatic,First,2993 CC,313 bhp,4
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,Diesel,Automatic,First,2967 CC,245 bhp,7
328,Maruti Zen Estilo LXI Green (CNG),Pune,2008,CNG,Manual,First,998 CC,67.1 bhp,5
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,Diesel,Manual,First,1396 CC,90 bhp,5
330,Hyundai i10 Sportz AT,Bangalore,2009,Petrol,Automatic,Third,1197 CC,78.9 bhp,5
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,Petrol,Automatic,First,1199 CC,88.7 bhp,5
332,Maruti Swift VDI BSIV,Hyderabad,2015,Diesel,Manual,First,1248 CC,74 bhp,5
333,Hyundai i20 Asta 1.2,Pune,2011,Petrol,Manual,Second,1197 CC,82.85 bhp,5
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,Petrol,,First,1198 CC,73.9 bhp,5
335,Maruti Alto LXi,Ahmedabad,2009,Petrol,Manual,First,796 CC,46.3 bhp,5
336,Toyota Corolla H4,Chennai,2004,Petrol,Automatic,Second,1794 CC,125 bhp,5
337,Maruti Alto LXi,Chennai,2006,Petrol,Manual,Second,796 CC,46.3 bhp,5
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,Diesel,,First,1248 CC,88.8 bhp,5
339,Maruti Alto LXi,Pune,2012,Petrol,Manual,First,796 CC,46.3 bhp,5
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,Diesel,Automatic,First,1968 CC,141 bhp,5
341,Toyota Corolla H4,Kolkata,2008,Petrol,Automatic,First,1794 CC,125 bhp,5
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,Petrol,Manual,First,1197 CC,81.83 bhp,5
343,Maruti Vitara Brezza LDi,Chennai,2016,Diesel,Manual,First,1248 CC,88.5 bhp,5
344,Honda City 1.5 V MT,Delhi,2010,Petrol,,First,1497 CC,118 bhp,5
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,Diesel,Manual,Second,1248 CC,75 bhp,5
346,Honda Amaze S i-Dtech,Kolkata,2013,Diesel,Manual,First,1498 CC,98.6 bhp,5
347,Hyundai EON D Lite Plus,Coimbatore,2016,Petrol,Manual,First,814 CC,55.2 bhp,5
348,BMW 3 Series Luxury Line,Kochi,2015,Diesel,Automatic,Second,1995 CC,190 bhp,5
349,Hyundai Verna 1.6 SX,Bangalore,2012,Diesel,Manual,First,1582 CC,126.32 bhp,5
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,Diesel,Manual,First,1248 CC,88.8 bhp,5
351,Skoda Octavia RS,Jaipur,2005,Petrol,Automatic,First,1984 CC,227 bhp,5
352,Maruti Alto K10 VXI,Pune,2017,Petrol,Manual,First,998 CC,67.1 bhp,5
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,Diesel,Manual,First,1498 CC,89.84 bhp,5
354,Chevrolet Spark 1.0 LS,Kolkata,2011,Petrol,Manual,Second,995 CC,62 bhp,5
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,Diesel,Automatic,First,1999 CC,177 bhp,5
356,Honda CR-V RVi MT,Jaipur,2007,Petrol,Manual,Third,1997 CC,141.1 bhp,5
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,Petrol,Automatic,First,1798 CC,177.46 bhp,5
358,Hyundai i10 Magna 1.2,Chennai,2009,Petrol,Manual,First,1197 CC,78.9 bhp,5
359,Maruti Swift LDI,Delhi,2013,Diesel,Manual,First,1248 CC,74 bhp,5
360,Maruti Swift Dzire VXi AT,Mumbai,2016,Petrol,Automatic,First,1197 CC,83.14 bhp,5
361,Nissan Micra Diesel XV,Chennai,2011,Diesel,Manual,First,1461 CC,63.1 bhp,5
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,Diesel,Manual,First,1248 CC,74 bhp,5
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,Diesel,Manual,First,1399 CC,67 bhp,5
364,Maruti Zen LX,Kolkata,2003,Petrol,Manual,First,993 CC,60 bhp,5
365,Mini Clubman Cooper S,Pune,2017,Petrol,Manual,First,1998 CC,192 bhp,5
366,Toyota Etios GD,Kolkata,2014,Diesel,Manual,First,1364 CC,67.05 bhp,5
367,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,Petrol,Manual,First,796 CC,47.3 bhp,5
368,Maruti Alto VXi,Bangalore,2011,Petrol,Manual,Third,796 CC,47 bhp,5
369,BMW X5 3.0d,Bangalore,2009,Diesel,Automatic,Second,2993 CC,235 bhp,5
370,Nissan Teana XV,Mumbai,2015,Petrol,Automatic,Second,2496 CC,179.5 bhp,5
371,Hyundai Grand i10 AT Asta,Coimbatore,2015,Petrol,Automatic,First,1197 CC,82 bhp,5
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,Diesel,Manual,First,1248 CC,88.5 bhp,5
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,Diesel,Automatic,Third,2967 CC,241.4 bhp,7
374,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,Diesel,Automatic,First,2143 CC,136 bhp,5
375,Maruti 800 AC,Chennai,2007,Petrol,Manual,Third,796 CC,37 bhp,4
376,Renault Duster 85PS Diesel RxL,Chennai,2015,Diesel,Manual,Second,1461 CC,83.8 bhp,5
377,Toyota Corolla Altis D-4D GL,Mumbai,2017,Diesel,Manual,First,1364 CC,87.2 bhp,5
378,Mercedes-Benz New C-Class 220,Chennai,2014,Diesel,Manual,First,2148 CC,170 bhp,5
379,Maruti Ritz VDi,Hyderabad,2010,Diesel,Manual,Second,1248 CC,73.9 bhp,5
380,Honda BRV i-VTEC V CVT,Kochi,2017,Petrol,Automatic,First,1497 CC,117.3 bhp,7
381,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,Diesel,Manual,First,1120 CC,71 bhp,5
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,,Automatic,First,2143 CC,203 bhp,5
383,Mercedes-Benz B Class B180,Kochi,2014,Petrol,Automatic,Second,1595 CC,120.7 bhp,5
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,Diesel,Automatic,First,2143 CC,204 bhp,5
385,Honda City i VTEC VX Option,Mumbai,2016,Petrol,Manual,First,1497 CC,117.3 bhp,5
386,Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2007,Petrol,Manual,First,1086 CC,null bhp,5
387,Honda City 1.5 S MT,Chennai,2011,,Manual,First,1497 CC,118 bhp,5
388,Hyundai Verna Transform VTVT,Pune,2010,,Manual,First,1599 CC,103.2 bhp,5
389,Jaguar XE Portfolio,Mumbai,2017,Petrol,Automatic,First,1999 CC,246.74 bhp,5
390,Honda Amaze S i-Vtech,Delhi,2015,Petrol,Manual,First,1198 CC,86.7 bhp,5
391,Mini Cooper Convertible 1.6,Bangalore,2015,Petrol,Automatic,First,1598 CC,122 bhp,4
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,Diesel,Automatic,First,2987 CC,282 bhp,5
393,Hyundai EON Magna Plus,Chennai,2014,Petrol,Manual,First,814 CC,55.2 bhp,5
394,Maruti Wagon R VXI BS IV,Kolkata,2014,Petrol,Manual,First,998 CC,67.04 bhp,5
395,Maruti Ritz LDi,Coimbatore,2011,Diesel,Manual,First,1248 CC,73.9 bhp,5
396,BMW 3 Series 320d Sedan,Chennai,2011,Diesel,Automatic,First,1995 CC,181 bhp,5
397,Tata Xenon XT EX 4X2,Pune,2014,Diesel,Manual,First,2179 CC,138.03 bhp,5
398,Audi A3 35 TDI Attraction,Chennai,2014,Diesel,Automatic,First,1968 CC,143 bhp,5
399,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,Diesel,Automatic,First,2179 CC,187.7 bhp,5
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,Diesel,Automatic,Second,2987 CC,224 bhp,7
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,Diesel,Automatic,First,2477 CC,175.56 bhp,7
402,Maruti Alto LX,Jaipur,2010,Petrol,Manual,First,796 CC,46.3 bhp,5
403,Maruti Wagon R LXI BSIII,Pune,2013,Petrol,Manual,First,1061 CC,64 bhp,5
404,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,Diesel,Automatic,First,2179 CC,187.7 bhp,5
405,Hyundai Verna 1.6 SX VTVT,Pune,2011,Petrol,Manual,Second,1591 CC,121.3 bhp,5
406,BMW 5 Series 525d Sedan,Hyderabad,2013,Diesel,Automatic,First,2993 CC,218 bhp,5
407,Jaguar XF Diesel,Bangalore,2013,Diesel,Automatic,First,2993 CC,270.9 bhp,5
408,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,Petrol,,First,1798 CC,157.75 bhp,5
409,Audi Q3 35 TDI Quattro Premium,Kochi,2017,Diesel,,First,1968 CC,174.33 bhp,5
410,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,Diesel,Automatic,First,2179 CC,187.7 bhp,5
411,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,Diesel,Automatic,First,2143 CC,170 bhp,5
412,Mahindra Scorpio S10 4WD,Kochi,2017,Diesel,Manual,First,2179 CC,120 bhp,7
413,BMW 3 Series Luxury Line,Mumbai,2015,Diesel,Automatic,First,1995 CC,190 bhp,5
414,Honda BR-V i-VTEC S MT,Pune,2017,Petrol,Manual,First,1497 CC,117.3 bhp,7
415,Volvo S80 2006-2013 D5,Chennai,2010,Diesel,Automatic,Second,2400 CC,215 bhp,5
416,Hyundai Accent GLE,Pune,2005,Petrol,Manual,First,1495 CC,94 bhp,5
417,Hyundai i20 Active SX Petrol,Jaipur,2017,Petrol,Manual,First,1197 CC,81.86 bhp,5
418,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,Petrol,Automatic,First,2996 CC,367 bhp,5
419,Hyundai EON Magna Plus,Kolkata,2015,Petrol,Manual,Second,814 CC,55.2 bhp,5
420,Hyundai Grand i10 SportZ Edition,Kochi,2018,Petrol,Manual,First,1197 CC,81.86 bhp,5
421,Honda City 1.5 EXI S,Mumbai,2013,Petrol,,First,1493 CC,100 bhp,5
422,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,Petrol,Manual,First,1198 CC,73.9 bhp,5
423,Audi A6 35 TFSI Matrix,Mumbai,2016,Petrol,Automatic,First,1798 CC,187.74 bhp,5
424,Volkswagen Jetta 2007-2011 1.9 L TDI,Hyderabad,2010,Diesel,Manual,First,1968 CC,,5
425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,Petrol,Manual,First,1591 CC,121.3 bhp,5
426,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,Petrol,Automatic,Second,1796 CC,186 bhp,5
427,Mini Cooper Convertible S,Mumbai,2014,Petrol,Automatic,First,1998 CC,189.08 bhp,4
428,Hyundai Santro Xing XO eRLX Euro II,Pune,2006,Petrol,Manual,Second,1086 CC,,5
429,Toyota Etios VD,Bangalore,2013,Diesel,Manual,First,1364 CC,67.04 bhp,5
430,Honda Brio S MT,Delhi,2014,Petrol,Manual,Second,1198 CC,86.8 bhp,5
431,Maruti Baleno Alpha Automatic,Coimbatore,2018,Petrol,Automatic,First,1197 CC,83.1 bhp,5
432,Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,Diesel,Automatic,First,1968 CC,138.1 bhp,5
433,Hyundai EON Era Plus,Kochi,2018,Petrol,Manual,First,814 CC,55.2 bhp,5
434,Renault Captur 1.5 Diesel RXL,Coimbatore,2019,Diesel,Manual,First,1461 CC,108.45 bhp,5
435,BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,2011,Diesel,Automatic,First,2993 CC,258 bhp,5
436,Maruti Alto 800 LXI,Kochi,2016,Petrol,Manual,First,796 CC,47.3 bhp,5
437,Volvo V40 D3,Bangalore,2015,Diesel,Automatic,Second,1984 CC,150 bhp,5
438,Maruti Wagon R LXI BSII,Ahmedabad,2007,Petrol,Manual,First,998 CC,67.1 bhp,5
439,Honda City ZX GXi,Kolkata,2008,Petrol,Manual,First,1497 CC,78 bhp,5
440,Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2017,CNG,Manual,First,1196 CC,73 bhp,5
441,Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,Petrol,Manual,First,1399 CC,98.79 bhp,8
442,Mahindra Bolero ZLX,Coimbatore,2016,Diesel,Manual,First,2523 CC,62.1 bhp,7
443,Hyundai Santro GLS I - Euro I,Coimbatore,2012,Petrol,Manual,First,1086 CC,null bhp,5
444,Hyundai EON D Lite,Hyderabad,2014,Petrol,Manual,First,814 CC,55.2 bhp,5
445,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,Petrol,Automatic,First,1591 CC,121.3 bhp,5
446,Volkswagen Vento 1.6 Comfortline,Mumbai,2017,Petrol,Manual,Second,1598 CC,103.5 bhp,5
447,Honda Civic 2006-2010 1.8 S AT,Pune,2008,Petrol,Automatic,Second,1799 CC,130 bhp,5
448,Tata Indica Vista Quadrajet LS,Hyderabad,2014,Diesel,Manual,First,1248 CC,74 bhp,5
449,Mahindra XUV500 W8 2WD,Kochi,2013,Diesel,Manual,First,2179 CC,140 bhp,7
450,Hyundai i20 1.2 Asta Option,Coimbatore,2017,Petrol,Manual,First,1197 CC,81.83 bhp,5
451,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,Diesel,Automatic,Second,1968 CC,174.3 bhp,5
452,Maruti Ritz VXi,Chennai,2011,Petrol,Manual,Second,1197 CC,85.80 bhp,5
453,Mitsubishi Cedia Sports,Chennai,2010,Petrol,Manual,Second,1999 CC,114 bhp,5
454,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,Diesel,,First,2494 CC,102 bhp,7
455,Maruti Celerio LDi,Hyderabad,2016,Diesel,Manual,First,793 CC,47 bhp,5
456,Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,,Manual,First,1248 CC,88.5 bhp,5
457,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,Diesel,Automatic,First,1968 CC,181 bhp,5
458,BMW 3 Series Luxury Line,Bangalore,2016,Diesel,Automatic,First,1995 CC,190 bhp,5
459,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,Diesel,Automatic,First,4134 CC,335.2 bhp,7
460,Hyundai i20 2015-2017 Asta 1.2,Pune,2016,Petrol,Manual,First,1197 CC,81.83 bhp,5
461,Renault Duster 110PS Diesel RxL,Hyderabad,2012,Diesel,,First,1461 CC,108.45 bhp,5
462,Hyundai Xcent 1.1 CRDi S Celebration Edition,Pune,2016,Diesel,Manual,First,1120 CC,71 bhp,5
463,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,Diesel,,First,1498 CC,89.84 bhp,5
464,Volkswagen Polo Petrol Trendline 1.2L,Hyderabad,2013,Petrol,Manual,First,1198 CC,73.9 bhp,5
465,Hyundai Grand i10 CRDi Magna,Kolkata,2017,Diesel,,First,1120 CC,70 bhp,5
466,Tata Manza Aqua Quadrajet BS IV,Ahmedabad,2013,Diesel,Manual,First,1248 CC,88.8 bhp,5
467,Honda City 1.5 V MT,Kolkata,2011,Petrol,Manual,First,1497 CC,118 bhp,5
468,Hyundai Santro Xing GLS,Bangalore,2008,Petrol,Manual,Second,1086 CC,62.1 bhp,5
469,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2012,Diesel,,First,2494 CC,100 bhp,7
470,Maruti Ciaz 1.3 S,Coimbatore,2017,Diesel,,First,1248 CC,88.5 bhp,5
471,Toyota Fortuner 4x4 MT TRD Sportivo,Delhi,2013,Diesel,Manual,First,2982 CC,169 bhp,7
472,Ford Fiesta 1.6 SXI ABS Duratec,Chennai,2009,Petrol,Manual,Second,1596 CC,,5
473,Mercedes-Benz E-Class E 220 d,Kochi,2018,Petrol,Automatic,First,1950 CC,191.34 bhp,5
474,Mercedes-Benz New C-Class 220 CDI MT,Chennai,2014,Diesel,Manual,First,2148 CC,170 bhp,5
475,Skoda Yeti Ambition 4X2,Kolkata,2012,Diesel,Manual,First,1968 CC,108.49 bhp,5
476,Hyundai Grand i10 Sportz,Delhi,2015,Petrol,Manual,First,1197 CC,82 bhp,5
477,Ford Figo 2015-2019 1.2P Titanium MT,Hyderabad,2018,Petrol,,First,1196 CC,86.8 bhp,5
478,Skoda Octavia Ambition 1.4 TSI MT,Mumbai,2013,Petrol,Manual,First,1395 CC,138.02 bhp,5
479,Renault Duster 85PS Diesel RxL Option,Mumbai,2015,Diesel,Manual,Second,1461 CC,83.8 bhp,5
480,Land Rover Range Rover Evoque 2.0 TD4 Pure,Delhi,2015,Diesel,Automatic,Second,1999 CC,177 bhp,5
481,Ford Figo Diesel EXI,Chennai,2011,Diesel,Manual,Second,1399 CC,68 bhp,5
482,Ford Endeavour Hurricane Limited Edition,Hyderabad,2008,Diesel,Automatic,Second,2953 CC,156 bhp,7
483,Toyota Fortuner 4x4 MT,Coimbatore,2017,Diesel,Manual,First,2982 CC,168.5 bhp,7
484,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,Diesel,Manual,First,1199 CC,73.9 bhp,5
485,Maruti Ritz VDi,Jaipur,2011,,,First,1248 CC,73.94 bhp,5
486,Nissan Micra Diesel XV Premium,Pune,2013,Diesel,Manual,First,1461 CC,63.1 bhp,5
487,Hyundai Verna 1.6 SX,Kolkata,2013,Diesel,Manual,First,1582 CC,126.32 bhp,5
488,BMW 5 Series 2003-2012 523i,Kolkata,2011,Petrol,Automatic,First,2497 CC,150 bhp,5
489,Mercedes-Benz GLS 350d 4MATIC,Pune,2017,Diesel,,First,2987 CC,258 bhp,7
490,Honda CR-V 2.4L 4WD AT,Hyderabad,2004,Petrol,,First,2354 CC,187.4 bhp,5
491,Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,Diesel,Automatic,First,1582 CC,126.2 bhp,5
492,Hyundai i10 Era,Jaipur,2010,Petrol,Manual,Second,1086 CC,68.05 bhp,5
493,Mercedes-Benz A Class A200 CDI Sport,Kochi,2016,Diesel,Automatic,First,2143 CC,136 bhp,5
494,Maruti Ertiga VXI,Jaipur,2014,Petrol,Manual,First,1373 CC,93.7 bhp,7
495,Skoda Octavia Classic 1.9 TDI MT,Chennai,2006,Diesel,Manual,Second,1896 CC,66 bhp,5
496,Honda Amaze VX i-Vtech,Pune,2015,Petrol,,First,1198 CC,86.7 bhp,5
497,Maruti Zen LXi BSII,Chennai,2004,Petrol,Manual,First,993 CC,60 bhp,5
498,Maruti SX4 ZXI MT BSIV,Kochi,2013,Petrol,Manual,First,1586 CC,103.3 bhp,5
499,Honda Brio VX AT,Mumbai,2014,,Automatic,First,1198 CC,86.8 bhp,5
500,Maruti Wagon R VXI,Ahmedabad,2011,Petrol,Manual,First,998 CC,67.1 bhp,5
501,Toyota Camry A/T,Mumbai,2008,Petrol,Automatic,Second,2362 CC,164.7 bhp,5
